Workflow id,Search id,Formula,Polar id,Nonpolar id,Polar Spacegroup,Nonpolar Spacegroup,Polarization,Energy Difference,Max Distortion,Band Gap
<a href="candidate.html?wfid=wfid_1562345082.84911275">wfid_1562345082.84911275</a>,278,H2O4U,<a href="https://materialsproject.org/materials/mp-626885/">mp-626885</a>,<a href="https://materialsproject.org/materials/mp-626864/">mp-626864</a>,36,64,2.9,-0.004,0.174,1.850
<a href="candidate.html?wfid=wfid_1562345083.13307328">wfid_1562345083.13307328</a>,385,O2Si,<a href="https://materialsproject.org/materials/mp-557264/">mp-557264</a>,<a href="https://materialsproject.org/materials/mp-559313/">mp-559313</a>,36,64,0.2,0.004,0.737,5.428
<a href="candidate.html?wfid=wfid_1562345083.35483635">wfid_1562345083.35483635</a>,384,O2Si,<a href="https://materialsproject.org/materials/mp-556218/">mp-556218</a>,<a href="https://materialsproject.org/materials/mp-560826/">mp-560826</a>,36,63,0.0,0.004,0.570,5.602
<a href="candidate.html?wfid=wfid_1562345083.57628883">wfid_1562345083.57628883</a>,229,FTl,<a href="https://materialsproject.org/materials/mp-558134/">mp-558134</a>,<a href="https://materialsproject.org/materials/mp-2175/">mp-2175</a>,39,225,6.4,0.030,0.504,3.107
<a href="candidate.html?wfid=wfid_1562345083.62247248">wfid_1562345083.62247248</a>,213,F2Pb,<a href="https://materialsproject.org/materials/mp-685150/">mp-685150</a>,<a href="https://materialsproject.org/materials/mp-315/">mp-315</a>,41,225,5.0,-0.002,0.092,4.373
<a href="candidate.html?wfid=wfid_1562345083.68955336">wfid_1562345083.68955336</a>,15,AgAl11O17,<a href="https://materialsproject.org/materials/mp-849760/">mp-849760</a>,<a href="https://materialsproject.org/materials/mp-766293/">mp-766293</a>,40,63,2.4,0.000,1.118,3.146
<a href="candidate.html?wfid=wfid_1562345084.34740380">wfid_1562345084.34740380</a>,45,B13C2Li,<a href="https://materialsproject.org/materials/mp-638070/">mp-638070</a>,<a href="https://materialsproject.org/materials/mp-655591/">mp-655591</a>,44,74,0.8,-0.000,0.039,2.555
<a href="candidate.html?wfid=wfid_1562345084.74762742">wfid_1562345084.74762742</a>,212,F2HRb,<a href="https://materialsproject.org/materials/mp-677103/">mp-677103</a>,<a href="https://materialsproject.org/materials/mp-29764/">mp-29764</a>,46,140,1.6,-0.001,0.082,6.657
<a href="candidate.html?wfid=wfid_1562345084.84452891">wfid_1562345084.84452891</a>,30,AlF7MgNa2,<a href="https://materialsproject.org/materials/mp-19931/">mp-19931</a>,<a href="https://materialsproject.org/materials/mp-6319/">mp-6319</a>,46,74,1.1,-0.000,0.208,6.663
<a href="candidate.html?wfid=wfid_1562345085.18772603">wfid_1562345085.18772603</a>,70,BaO3Ti,<a href="https://materialsproject.org/materials/mp-5986/">mp-5986</a>,<a href="https://materialsproject.org/materials/mp-2998/">mp-2998</a>,99,221,45.9,0.011,0.222,1.847
<a href="candidate.html?wfid=wfid_1562345085.34572722">wfid_1562345085.34572722</a>,69,BaO3Ti,<a href="https://materialsproject.org/materials/mp-12992/">mp-12992</a>,<a href="https://materialsproject.org/materials/mp-2998/">mp-2998</a>,99,221,46.7,0.011,0.129,1.849
<a href="candidate.html?wfid=wfid_1562345085.39184383">wfid_1562345085.39184383</a>,314,KNbO3,<a href="https://materialsproject.org/materials/mp-4342/">mp-4342</a>,<a href="https://materialsproject.org/materials/mp-935811/">mp-935811</a>,99,221,48.7,0.011,0.226,1.563
<a href="candidate.html?wfid=wfid_1562345085.42724040">wfid_1562345085.42724040</a>,303,HfO3Sr,<a href="https://materialsproject.org/materials/mp-13108/">mp-13108</a>,<a href="https://materialsproject.org/materials/mp-4551/">mp-4551</a>,99,221,15.1,0.000,0.114,3.793
<a href="candidate.html?wfid=wfid_1562345085.47191419">wfid_1562345085.47191419</a>,389,O3PbTi,<a href="https://materialsproject.org/materials/mp-20459/">mp-20459</a>,<a href="https://materialsproject.org/materials/mp-19845/">mp-19845</a>,99,221,116.8,0.040,0.576,1.958
<a href="candidate.html?wfid=wfid_1562345085.70573284">wfid_1562345085.70573284</a>,310,K2O7Zn6,<a href="https://materialsproject.org/materials/mp-559112/">mp-559112</a>,<a href="https://materialsproject.org/materials/mp-540728/">mp-540728</a>,102,136,2.5,-0.001,0.221,0.795
<a href="candidate.html?wfid=wfid_1562345085.94165367">wfid_1562345085.94165367</a>,13,Ag3IS,<a href="https://materialsproject.org/materials/mp-22995/">mp-22995</a>,<a href="https://materialsproject.org/materials/mp-676561/">mp-676561</a>,146,155,11.7,0.011,1.148,0.513
<a href="candidate.html?wfid=wfid_1562345086.15212454">wfid_1562345086.15212454</a>,21,Al3F19Pb5,<a href="https://materialsproject.org/materials/mp-541732/">mp-541732</a>,<a href="https://materialsproject.org/materials/mp-557911/">mp-557911</a>,108,140,13.9,0.020,0.764,5.174
<a href="candidate.html?wfid=wfid_1562345086.50809338">wfid_1562345086.50809338</a>,279,H3LaO3,<a href="https://materialsproject.org/materials/mp-625733/">mp-625733</a>,<a href="https://materialsproject.org/materials/mp-625394/">mp-625394</a>,173,176,17.9,-0.002,0.189,4.000
<a href="candidate.html?wfid=wfid_1562345086.57526556">wfid_1562345086.57526556</a>,331,LiNbO3,<a href="https://materialsproject.org/materials/mp-3731/">mp-3731</a>,<a href="https://materialsproject.org/materials/mp-552588/">mp-552588</a>,161,167,84.5,0.031,1.339,3.361
<a href="candidate.html?wfid=wfid_1562345086.70080946">wfid_1562345086.70080946</a>,282,H3O3Y,<a href="https://materialsproject.org/materials/mp-625677/">mp-625677</a>,<a href="https://materialsproject.org/materials/mp-24076/">mp-24076</a>,173,176,7.7,-0.001,0.088,3.890
<a href="candidate.html?wfid=wfid_1562345086.82500871">wfid_1562345086.82500871</a>,386,O2Si,<a href="https://materialsproject.org/materials/mp-554946/">mp-554946</a>,<a href="https://materialsproject.org/materials/mp-644923/">mp-644923</a>,44,119,0.0,0.005,0.575,5.709
<a href="candidate.html?wfid=wfid_1562345087.78522502">wfid_1562345087.78522502</a>,138,Ca5ClO12P3,<a href="https://materialsproject.org/materials/mp-39460/">mp-39460</a>,<a href="https://materialsproject.org/materials/mp-554236/">mp-554236</a>,173,176,2.1,0.001,0.446,5.369
<a href="candidate.html?wfid=wfid_1562345087.96868747">wfid_1562345087.96868747</a>,401,O3W,<a href="https://materialsproject.org/materials/mp-32662/">mp-32662</a>,<a href="https://materialsproject.org/materials/mp-32777/">mp-32777</a>,185,193,21.0,0.001,0.242,1.479
<a href="candidate.html?wfid=wfid_1562345088.07662185">wfid_1562345088.07662185</a>,214,F3Nd,<a href="https://materialsproject.org/materials/mp-18511/">mp-18511</a>,<a href="https://materialsproject.org/materials/mp-18074/">mp-18074</a>,185,193,17.6,0.171,1.143,7.658
<a href="candidate.html?wfid=wfid_1562345088.40370432">wfid_1562345088.40370432</a>,38,AlN,<a href="https://materialsproject.org/materials/mp-661/">mp-661</a>,<a href="https://materialsproject.org/materials/mp-13178/">mp-13178</a>,186,194,133.0,0.115,0.664,4.063
<a href="candidate.html?wfid=wfid_1562345088.64692719">wfid_1562345088.64692719</a>,85,BiCl8F4H3K6,<a href="https://materialsproject.org/materials/mp-696998/">mp-696998</a>,<a href="https://materialsproject.org/materials/mp-723540/">mp-723540</a>,186,194,0.1,-0.001,0.161,4.192
<a href="candidate.html?wfid=wfid_1562345089.13746210">wfid_1562345089.13746210</a>,66,BaNiO3,<a href="https://materialsproject.org/materials/mp-19241/">mp-19241</a>,<a href="https://materialsproject.org/materials/mp-19138/">mp-19138</a>,186,194,3.7,0.000,0.046,1.512
<a href="candidate.html?wfid=wfid_1562345089.24703674">wfid_1562345089.24703674</a>,11,Ag3IS,<a href="https://materialsproject.org/materials/mp-675879/">mp-675879</a>,<a href="https://materialsproject.org/materials/mp-676561/">mp-676561</a>,4,155,0.7,0.002,1.020,0.296
<a href="candidate.html?wfid=wfid_1562345090.19555210">wfid_1562345090.19555210</a>,399,O3W,<a href="https://materialsproject.org/materials/mp-32662/">mp-32662</a>,<a href="https://materialsproject.org/materials/mp-559175/">mp-559175</a>,185,191,21.0,0.001,0.127,1.479
<a href="candidate.html?wfid=wfid_1562345090.28098999">wfid_1562345090.28098999</a>,400,O3W,<a href="https://materialsproject.org/materials/mp-32662/">mp-32662</a>,<a href="https://materialsproject.org/materials/mp-715590/">mp-715590</a>,185,191,21.0,0.001,0.127,1.479
<a href="candidate.html?wfid=wfid_1562345090.37034900">wfid_1562345090.37034900</a>,110,CCs4O4,<a href="https://materialsproject.org/materials/mp-562815/">mp-562815</a>,<a href="https://materialsproject.org/materials/mp-605824/">mp-605824</a>,146,215,1.7,-0.003,0.289,1.598
<a href="candidate.html?wfid=wfid_1562345090.67222161">wfid_1562345090.67222161</a>,84,Bi4O12Ti3,<a href="https://materialsproject.org/materials/mp-622198/">mp-622198</a>,<a href="https://materialsproject.org/materials/mp-23335/">mp-23335</a>,41,139,11.5,0.023,0.486,1.612
<a href="candidate.html?wfid=wfid_1562345091.11202201">wfid_1562345091.11202201</a>,117,CK4O4,<a href="https://materialsproject.org/materials/mp-545630/">mp-545630</a>,<a href="https://materialsproject.org/materials/mp-551736/">mp-551736</a>,160,215,14.6,-0.002,0.584,1.949
<a href="candidate.html?wfid=wfid_1562345091.21940324">wfid_1562345091.21940324</a>,311,K3S4Sb,<a href="https://materialsproject.org/materials/mp-9781/">mp-9781</a>,<a href="https://materialsproject.org/materials/mp-9911/">mp-9911</a>,36,217,1.0,0.008,0.736,2.168
<a href="candidate.html?wfid=wfid_1562345091.36271002">wfid_1562345091.36271002</a>,131,CO4Rb4,<a href="https://materialsproject.org/materials/mp-550314/">mp-550314</a>,<a href="https://materialsproject.org/materials/mp-546320/">mp-546320</a>,146,215,0.6,-0.001,0.120,1.722
<a href="candidate.html?wfid=wfid_1562345091.53870848">wfid_1562345091.53870848</a>,126,CNa4O4,<a href="https://materialsproject.org/materials/mp-552623/">mp-552623</a>,<a href="https://materialsproject.org/materials/mp-551886/">mp-551886</a>,146,215,3.6,-0.001,0.151,1.901
<a href="candidate.html?wfid=wfid_1562345091.78627029">wfid_1562345091.78627029</a>,275,H2O4Sn3,<a href="https://materialsproject.org/materials/mp-625789/">mp-625789</a>,<a href="https://materialsproject.org/materials/mp-625541/">mp-625541</a>,9,114,1.6,-0.008,0.675,2.466
<a href="candidate.html?wfid=wfid_1562345092.46694443">wfid_1562345092.46694443</a>,116,CK4O4,<a href="https://materialsproject.org/materials/mp-545387/">mp-545387</a>,<a href="https://materialsproject.org/materials/mp-551736/">mp-551736</a>,146,215,2.6,-0.001,0.171,2.277
<a href="candidate.html?wfid=wfid_1562345092.64050822">wfid_1562345092.64050822</a>,158,Cl3CsPb,<a href="https://materialsproject.org/materials/mp-675524/">mp-675524</a>,<a href="https://materialsproject.org/materials/mp-23037/">mp-23037</a>,38,221,2.3,0.007,0.580,2.580
<a href="candidate.html?wfid=wfid_1562345092.72215049">wfid_1562345092.72215049</a>,127,CNa4O4,<a href="https://materialsproject.org/materials/mp-552941/">mp-552941</a>,<a href="https://materialsproject.org/materials/mp-551886/">mp-551886</a>,146,215,56.2,0.153,1.358,2.160
<a href="candidate.html?wfid=wfid_1562345092.91429073">wfid_1562345092.91429073</a>,80,Bi2O9SrTa2,<a href="https://materialsproject.org/materials/mp-23089/">mp-23089</a>,<a href="https://materialsproject.org/materials/mp-554675/">mp-554675</a>,36,139,36.9,0.028,0.547,2.490
<a href="candidate.html?wfid=wfid_1562345093.12462394">wfid_1562345093.12462394</a>,81,Bi2O9SrTa2,<a href="https://materialsproject.org/materials/mp-559951/">mp-559951</a>,<a href="https://materialsproject.org/materials/mp-554675/">mp-554675</a>,41,139,38.3,0.019,0.514,2.301
<a href="candidate.html?wfid=wfid_1562345093.29957585">wfid_1562345093.29957585</a>,296,HNaO,<a href="https://materialsproject.org/materials/mp-626000/">mp-626000</a>,<a href="https://materialsproject.org/materials/mp-23891/">mp-23891</a>,4,63,10.7,0.001,0.196,2.988
<a href="candidate.html?wfid=wfid_1562345093.42856192">wfid_1562345093.42856192</a>,392,O3ScY,<a href="https://materialsproject.org/materials/mp-769007/">mp-769007</a>,<a href="https://materialsproject.org/materials/mp-768479/">mp-768479</a>,185,194,6.6,0.011,0.321,3.135
<a href="candidate.html?wfid=wfid_1562345093.59972440">wfid_1562345093.59972440</a>,253,GaO3Sc,<a href="https://materialsproject.org/materials/mp-769079/">mp-769079</a>,<a href="https://materialsproject.org/materials/mp-754165/">mp-754165</a>,185,194,10.0,0.013,0.406,3.157
<a href="candidate.html?wfid=wfid_1562345093.87340147">wfid_1562345093.87340147</a>,195,CsF3Pb,<a href="https://materialsproject.org/materials/mp-20282/">mp-20282</a>,<a href="https://materialsproject.org/materials/mp-5811/">mp-5811</a>,161,221,0.7,0.005,0.451,3.352
<a href="candidate.html?wfid=wfid_1562345093.97216898">wfid_1562345093.97216898</a>,121,CLi4O4,<a href="https://materialsproject.org/materials/mp-550593/">mp-550593</a>,<a href="https://materialsproject.org/materials/mp-546202/">mp-546202</a>,160,215,16.6,0.003,0.230,4.210
<a href="candidate.html?wfid=wfid_1562345094.09550293">wfid_1562345094.09550293</a>,249,GaLuO3,<a href="https://materialsproject.org/materials/mp-768505/">mp-768505</a>,<a href="https://materialsproject.org/materials/mp-755342/">mp-755342</a>,185,194,8.0,0.021,0.332,2.887
<a href="candidate.html?wfid=wfid_1562345094.24965045">wfid_1562345094.24965045</a>,371,O23Rb6Si10,<a href="https://materialsproject.org/materials/mp-555837/">mp-555837</a>,<a href="https://materialsproject.org/materials/mp-561189/">mp-561189</a>,38,189,0.5,0.008,0.653,4.236
<a href="candidate.html?wfid=wfid_1562345094.48631430">wfid_1562345094.48631430</a>,341,LiO12P3Zr2,<a href="https://materialsproject.org/materials/mp-681439/">mp-681439</a>,<a href="https://materialsproject.org/materials/mp-541661/">mp-541661</a>,5,167,8.0,0.003,1.229,4.223
<a href="candidate.html?wfid=wfid_1562345094.99343391">wfid_1562345094.99343391</a>,370,O23Rb6Si10,<a href="https://materialsproject.org/materials/mp-27376/">mp-27376</a>,<a href="https://materialsproject.org/materials/mp-561189/">mp-561189</a>,38,189,0.1,0.013,0.726,4.330
<a href="candidate.html?wfid=wfid_1562345095.48459868">wfid_1562345095.48459868</a>,271,H2O4PRb,<a href="https://materialsproject.org/materials/mp-23667/">mp-23667</a>,<a href="https://materialsproject.org/materials/mp-642831/">mp-642831</a>,43,122,5.4,0.006,0.325,5.247
<a href="candidate.html?wfid=wfid_1562345095.70366936">wfid_1562345095.70366936</a>,24,AlBiO3,<a href="https://materialsproject.org/materials/mvc-3494/">mvc-3494</a>,<a href="https://materialsproject.org/materials/mvc-13972/">mvc-13972</a>,185,194,4.8,0.348,1.430,0.771
<a href="candidate.html?wfid=wfid_1562345095.95394592">wfid_1562345095.95394592</a>,120,CLi4O4,<a href="https://materialsproject.org/materials/mp-550498/">mp-550498</a>,<a href="https://materialsproject.org/materials/mp-551740/">mp-551740</a>,5,121,0.1,-0.001,0.213,4.756
<a href="candidate.html?wfid=wfid_1562345096.05165490">wfid_1562345096.05165490</a>,71,BaO3Ti,<a href="https://materialsproject.org/materials/mp-5020/">mp-5020</a>,<a href="https://materialsproject.org/materials/mp-2998/">mp-2998</a>,160,221,49.9,0.014,0.204,2.525
<a href="candidate.html?wfid=wfid_1562345096.22998438">wfid_1562345096.22998438</a>,257,H2KO4P,<a href="https://materialsproject.org/materials/mp-23959/">mp-23959</a>,<a href="https://materialsproject.org/materials/mp-696752/">mp-696752</a>,43,122,5.2,0.005,0.234,5.430
<a href="candidate.html?wfid=wfid_1562345096.42937982">wfid_1562345096.42937982</a>,360,NaNbO3,<a href="https://materialsproject.org/materials/mp-4681/">mp-4681</a>,<a href="https://materialsproject.org/materials/mp-4419/">mp-4419</a>,26,127,53.9,0.015,0.420,2.357
<a href="candidate.html?wfid=wfid_1562345096.53537136">wfid_1562345096.53537136</a>,315,KNbO3,<a href="https://materialsproject.org/materials/mp-7375/">mp-7375</a>,<a href="https://materialsproject.org/materials/mp-935811/">mp-935811</a>,160,221,50.7,0.013,0.177,2.311
<a href="candidate.html?wfid=wfid_1562345096.61294252">wfid_1562345096.61294252</a>,313,KNbO3,<a href="https://materialsproject.org/materials/mp-5246/">mp-5246</a>,<a href="https://materialsproject.org/materials/mp-935811/">mp-935811</a>,38,221,51.3,0.013,0.217,2.092
<a href="candidate.html?wfid=wfid_1562345096.76465275">wfid_1562345096.76465275</a>,79,Bi2Nb2O9Pb,<a href="https://materialsproject.org/materials/mp-583454/">mp-583454</a>,<a href="https://materialsproject.org/materials/mp-23101/">mp-23101</a>,36,139,38.1,0.041,0.521,2.316
<a href="candidate.html?wfid=wfid_1562345097.07894293">wfid_1562345097.07894293</a>,18,Al2BaO4,<a href="https://materialsproject.org/materials/mp-4202/">mp-4202</a>,<a href="https://materialsproject.org/materials/mp-619456/">mp-619456</a>,173,182,0.3,0.004,0.558,4.106
<a href="candidate.html?wfid=wfid_1562345097.33024928">wfid_1562345097.33024928</a>,68,BaO3Ti,<a href="https://materialsproject.org/materials/mp-5777/">mp-5777</a>,<a href="https://materialsproject.org/materials/mp-2998/">mp-2998</a>,38,221,49.9,0.014,0.241,2.355
<a href="candidate.html?wfid=wfid_1562345097.63538177">wfid_1562345097.63538177</a>,12,Ag3IS,<a href="https://materialsproject.org/materials/mp-675879/">mp-675879</a>,<a href="https://materialsproject.org/materials/mp-558189/">mp-558189</a>,4,221,0.7,0.041,0.773,0.296
<a href="candidate.html?wfid=wfid_1562345097.68976538">wfid_1562345097.68976538</a>,19,Al2BaO4,<a href="https://materialsproject.org/materials/mp-4202/">mp-4202</a>,<a href="https://materialsproject.org/materials/mp-3828/">mp-3828</a>,173,182,0.3,0.004,0.559,4.106
<a href="candidate.html?wfid=wfid_1562345099.15877093">wfid_1562345099.15877093</a>,379,O2Si,<a href="https://materialsproject.org/materials/mp-555235/">mp-555235</a>,<a href="https://materialsproject.org/materials/mp-7087/">mp-7087</a>,9,194,0.1,0.008,0.784,5.503
<a href="candidate.html?wfid=wfid_1562345100.02925969">wfid_1562345100.02925969</a>,139,CaF2,<a href="https://materialsproject.org/materials/mp-560030/">mp-560030</a>,<a href="https://materialsproject.org/materials/mp-554355/">mp-554355</a>,26,123,16.5,0.058,0.831,6.277
<a href="candidate.html?wfid=wfid_1562345100.87211791">wfid_1562345100.87211791</a>,391,O3SbY,<a href="https://materialsproject.org/materials/mvc-3460/">mvc-3460</a>,<a href="https://materialsproject.org/materials/mvc-14740/">mvc-14740</a>,185,194,7.5,0.017,0.457,1.477
<a href="candidate.html?wfid=wfid_1562345100.97005996">wfid_1562345100.97005996</a>,96,BiO3Y,<a href="https://materialsproject.org/materials/mvc-3479/">mvc-3479</a>,<a href="https://materialsproject.org/materials/mvc-15941/">mvc-15941</a>,185,194,9.7,0.035,0.646,2.054
<a href="candidate.html?wfid=wfid_1562345101.21075848">wfid_1562345101.21075848</a>,309,K2O4Se,<a href="https://materialsproject.org/materials/mp-557025/">mp-557025</a>,<a href="https://materialsproject.org/materials/mp-5226/">mp-5226</a>,33,62,0.7,0.000,0.405,3.654
<a href="candidate.html?wfid=wfid_1562345101.99111429">wfid_1562345101.99111429</a>,225,F6LiV,<a href="https://materialsproject.org/materials/mp-765122/">mp-765122</a>,<a href="https://materialsproject.org/materials/mp-765966/">mp-765966</a>,33,225,1.3,-0.024,1.704,3.161
<a href="candidate.html?wfid=wfid_1562345103.54083952">wfid_1562345103.54083952</a>,256,H2KO4P,<a href="https://materialsproject.org/materials/mp-757909/">mp-757909</a>,<a href="https://materialsproject.org/materials/mp-24262/">mp-24262</a>,9,14,0.5,0.003,0.361,5.244
<a href="candidate.html?wfid=wfid_1562345104.65432837">wfid_1562345104.65432837</a>,95,BiO3Sc,<a href="https://materialsproject.org/materials/mp-555313/">mp-555313</a>,<a href="https://materialsproject.org/materials/mp-550008/">mp-550008</a>,9,221,5.7,0.324,0.730,2.699
<a href="candidate.html?wfid=wfid_1562345104.79543572">wfid_1562345104.79543572</a>,23,AlBiO3,<a href="https://materialsproject.org/materials/mp-551918/">mp-551918</a>,<a href="https://materialsproject.org/materials/mp-23080/">mp-23080</a>,161,221,80.3,0.068,0.477,3.076
<a href="candidate.html?wfid=wfid_1562345104.93967568">wfid_1562345104.93967568</a>,92,BiInO3,<a href="https://materialsproject.org/materials/mp-556892/">mp-556892</a>,<a href="https://materialsproject.org/materials/mp-545379/">mp-545379</a>,33,221,64.7,0.467,0.817,2.774
<a href="candidate.html?wfid=wfid_1562345105.02231844">wfid_1562345105.02231844</a>,394,O3Te,<a href="https://materialsproject.org/materials/mvc-14734/">mvc-14734</a>,<a href="https://materialsproject.org/materials/mvc-14413/">mvc-14413</a>,185,194,0.0,0.002,0.504,0.548
<a href="candidate.html?wfid=wfid_1562345105.66292123">wfid_1562345105.66292123</a>,373,O2Si,<a href="https://materialsproject.org/materials/mp-555891/">mp-555891</a>,<a href="https://materialsproject.org/materials/mp-7648/">mp-7648</a>,4,20,0.0,-0.000,0.341,5.389
<a href="candidate.html?wfid=wfid_1562345106.21088335">wfid_1562345106.21088335</a>,125,CNa4O4,<a href="https://materialsproject.org/materials/mp-645295/">mp-645295</a>,<a href="https://materialsproject.org/materials/mp-551886/">mp-551886</a>,8,215,12.6,-0.000,0.670,1.716
<a href="candidate.html?wfid=wfid_1562345106.35940545">wfid_1562345106.35940545</a>,128,CO4Rb4,<a href="https://materialsproject.org/materials/mp-551176/">mp-551176</a>,<a href="https://materialsproject.org/materials/mp-550679/">mp-550679</a>,5,23,14.6,-0.004,0.742,1.406
<a href="candidate.html?wfid=wfid_1562345106.46698464">wfid_1562345106.46698464</a>,165,Cl4K2Zn,<a href="https://materialsproject.org/materials/mp-647575/">mp-647575</a>,<a href="https://materialsproject.org/materials/mp-653454/">mp-653454</a>,33,62,0.5,0.013,0.679,4.507
<a href="candidate.html?wfid=wfid_1562345106.82651466">wfid_1562345106.82651466</a>,166,Cl4Rb2Zn,<a href="https://materialsproject.org/materials/mp-568350/">mp-568350</a>,<a href="https://materialsproject.org/materials/mp-608314/">mp-608314</a>,33,62,0.5,0.006,0.924,4.522
<a href="candidate.html?wfid=wfid_1562345107.17640773">wfid_1562345107.17640773</a>,51,B7ClMg3O13,<a href="https://materialsproject.org/materials/mp-23087/">mp-23087</a>,<a href="https://materialsproject.org/materials/mp-23617/">mp-23617</a>,29,219,0.3,0.010,0.496,5.689
<a href="candidate.html?wfid=wfid_1562345108.76820757">wfid_1562345108.76820757</a>,46,B2K3Nb3O12,<a href="https://materialsproject.org/materials/mp-557711/">mp-557711</a>,<a href="https://materialsproject.org/materials/mp-15248/">mp-15248</a>,26,189,0.1,0.004,0.219,2.377
<a href="candidate.html?wfid=wfid_1562345109.75844212">wfid_1562345109.75844212</a>,119,CLi4O4,<a href="https://materialsproject.org/materials/mp-550320/">mp-550320</a>,<a href="https://materialsproject.org/materials/mp-551740/">mp-551740</a>,5,121,49.0,0.014,1.161,5.049
<a href="candidate.html?wfid=wfid_1562345111.73469268">wfid_1562345111.73469268</a>,106,C2HO2,<a href="https://materialsproject.org/materials/mp-675395/">mp-675395</a>,<a href="https://materialsproject.org/materials/mp-23680/">mp-23680</a>,6,11,3.4,-0.003,0.313,2.830
<a href="candidate.html?wfid=wfid_1562345111.91150344">wfid_1562345111.91150344</a>,132,CO4Rb4,<a href="https://materialsproject.org/materials/mp-551690/">mp-551690</a>,<a href="https://materialsproject.org/materials/mp-546320/">mp-546320</a>,160,215,42.8,-0.024,1.945,0.357
<a href="candidate.html?wfid=wfid_1562345112.11438196">wfid_1562345112.11438196</a>,5,Ag2S,<a href="https://materialsproject.org/materials/mp-560025/">mp-560025</a>,<a href="https://materialsproject.org/materials/mp-556225/">mp-556225</a>,4,11,21.1,-0.076,0.727,0.402
<a href="candidate.html?wfid=wfid_1562345112.28048731">wfid_1562345112.28048731</a>,7,Ag2S,<a href="https://materialsproject.org/materials/mp-560025/">mp-560025</a>,<a href="https://materialsproject.org/materials/mp-32791/">mp-32791</a>,4,64,17.6,0.003,0.814,0.402
<a href="candidate.html?wfid=wfid_1562345112.71860945">wfid_1562345112.71860945</a>,61,BaCl5La,<a href="https://materialsproject.org/materials/mp-770427/">mp-770427</a>,<a href="https://materialsproject.org/materials/mp-770125/">mp-770125</a>,4,62,26.1,0.014,1.524,3.984
<a href="candidate.html?wfid=wfid_1562345113.04187974">wfid_1562345113.04187974</a>,25,AlCH2NaO5,<a href="https://materialsproject.org/materials/mp-699136/">mp-699136</a>,<a href="https://materialsproject.org/materials/mp-644506/">mp-644506</a>,46,74,0.8,-0.001,0.084,5.038
<a href="candidate.html?wfid=wfid_1562345113.37855627">wfid_1562345113.37855627</a>,75,BeF4H8N2,<a href="https://materialsproject.org/materials/mp-24614/">mp-24614</a>,<a href="https://materialsproject.org/materials/mp-604245/">mp-604245</a>,33,62,0.6,0.010,0.553,6.645
<a href="candidate.html?wfid=wfid_1562345114.09410592">wfid_1562345114.09410592</a>,97,Br3CsGe,<a href="https://materialsproject.org/materials/mp-642739/">mp-642739</a>,<a href="https://materialsproject.org/materials/mp-570223/">mp-570223</a>,8,221,19.3,0.015,0.331,1.736
<a href="candidate.html?wfid=wfid_1562345114.14736365">wfid_1562345114.14736365</a>,272,H2O4S,<a href="https://materialsproject.org/materials/mp-625475/">mp-625475</a>,<a href="https://materialsproject.org/materials/mp-690733/">mp-690733</a>,5,15,20.4,-0.003,0.983,6.142
<a href="candidate.html?wfid=wfid_1562345114.26291952">wfid_1562345114.26291952</a>,76,BeF4H8N2,<a href="https://materialsproject.org/materials/mp-24614/">mp-24614</a>,<a href="https://materialsproject.org/materials/mp-720982/">mp-720982</a>,33,62,0.6,0.010,0.546,6.645
<a href="candidate.html?wfid=wfid_1562345114.85602856">wfid_1562345114.85602856</a>,114,CK4O4,<a href="https://materialsproject.org/materials/mp-551561/">mp-551561</a>,<a href="https://materialsproject.org/materials/mp-549687/">mp-549687</a>,5,121,16.6,-0.005,1.288,1.995
<a href="candidate.html?wfid=wfid_1562345115.11396023">wfid_1562345115.11396023</a>,223,F5V,<a href="https://materialsproject.org/materials/mp-765140/">mp-765140</a>,<a href="https://materialsproject.org/materials/mvc-14312/">mvc-14312</a>,9,15,1.0,0.003,2.017,2.764
<a href="candidate.html?wfid=wfid_1562345115.26181400">wfid_1562345115.26181400</a>,224,F5V,<a href="https://materialsproject.org/materials/mp-766786/">mp-766786</a>,<a href="https://materialsproject.org/materials/mvc-14312/">mvc-14312</a>,9,15,29.7,0.023,1.578,3.261
<a href="candidate.html?wfid=wfid_1562345115.59588544">wfid_1562345115.59588544</a>,130,CO4Rb4,<a href="https://materialsproject.org/materials/mp-551176/">mp-551176</a>,<a href="https://materialsproject.org/materials/mp-547898/">mp-547898</a>,5,121,14.6,-0.001,2.257,1.406
<a href="candidate.html?wfid=wfid_1562345115.68239992">wfid_1562345115.68239992</a>,83,Bi4O12Ti3,<a href="https://materialsproject.org/materials/mp-23427/">mp-23427</a>,<a href="https://materialsproject.org/materials/mp-23335/">mp-23335</a>,41,139,17.0,0.063,0.561,2.439
<a href="candidate.html?wfid=wfid_1562345116.34885480">wfid_1562345116.34885480</a>,171,ClH,<a href="https://materialsproject.org/materials/mp-684609/">mp-684609</a>,<a href="https://materialsproject.org/materials/mp-634101/">mp-634101</a>,44,139,57.4,0.273,1.144,5.185
<a href="candidate.html?wfid=wfid_1562345116.92380413">wfid_1562345116.92380413</a>,124,CNa4O4,<a href="https://materialsproject.org/materials/mp-13274/">mp-13274</a>,<a href="https://materialsproject.org/materials/mp-546707/">mp-546707</a>,5,121,39.2,0.010,1.277,2.183
