Workflow id,Search id,Formula,Polar id,Nonpolar id,Polar Spacegroup,Nonpolar Spacegroup,Polarization,Energy Difference,Max Distortion,Band Gap
<a href="candidate.html?wfid=wfid_1562345105.43550629">wfid_1562345105.43550629</a>,330,LiMnO4Si,<a href="https://materialsproject.org/materials/mp-762828/">mp-762828</a>,<a href="https://materialsproject.org/materials/mp-780325/">mp-780325</a>,33,63,--,-0.002,0.224,0.217
<a href="candidate.html?wfid=wfid_1562345105.73961799">wfid_1562345105.73961799</a>,22,Al4La,<a href="https://materialsproject.org/materials/mp-571423/">mp-571423</a>,<a href="https://materialsproject.org/materials/mp-21109/">mp-21109</a>,44,139,--,--,0.000,0.000
<a href="candidate.html?wfid=wfid_1562345106.31147985">wfid_1562345106.31147985</a>,359,NOs,<a href="https://materialsproject.org/materials/mp-999317/">mp-999317</a>,<a href="https://materialsproject.org/materials/mp-1009496/">mp-1009496</a>,31,216,--,--,0.000,0.000
<a href="candidate.html?wfid=wfid_1562345107.63740338">wfid_1562345107.63740338</a>,363,NaO11V6,<a href="https://materialsproject.org/materials/mp-567072/">mp-567072</a>,<a href="https://materialsproject.org/materials/mp-510616/">mp-510616</a>,36,194,--,0.016,0.269,0.834
<a href="candidate.html?wfid=wfid_1562345107.98049651">wfid_1562345107.98049651</a>,183,CrI3Rb,<a href="https://materialsproject.org/materials/mp-27442/">mp-27442</a>,<a href="https://materialsproject.org/materials/mp-676553/">mp-676553</a>,5,12,--,0.003,0.396,0.209
<a href="candidate.html?wfid=wfid_1562345108.13574082">wfid_1562345108.13574082</a>,160,Cl3CuRb,<a href="https://materialsproject.org/materials/mp-571305/">mp-571305</a>,<a href="https://materialsproject.org/materials/mp-569526/">mp-569526</a>,5,194,--,0.026,0.699,0.301
<a href="candidate.html?wfid=wfid_1562345108.71707409">wfid_1562345108.71707409</a>,202,CuGeLi2,<a href="https://materialsproject.org/materials/mp-676117/">mp-676117</a>,<a href="https://materialsproject.org/materials/mp-35841/">mp-35841</a>,31,216,--,--,0.000,0.000
<a href="candidate.html?wfid=wfid_1562345109.01493217">wfid_1562345109.01493217</a>,297,HNaO,<a href="https://materialsproject.org/materials/mp-625996/">mp-625996</a>,<a href="https://materialsproject.org/materials/mp-23891/">mp-23891</a>,6,63,--,-0.070,1.508,2.928
<a href="candidate.html?wfid=wfid_1562345109.82599426">wfid_1562345109.82599426</a>,197,Cu2Se,<a href="https://materialsproject.org/materials/mp-684653/">mp-684653</a>,<a href="https://materialsproject.org/materials/mp-22297/">mp-22297</a>,31,216,--,--,0.000,0.000
<a href="candidate.html?wfid=wfid_1562345109.96773133">wfid_1562345109.96773133</a>,163,Cl4K2Zn,<a href="https://materialsproject.org/materials/mp-653633/">mp-653633</a>,<a href="https://materialsproject.org/materials/mp-653454/">mp-653454</a>,9,62,--,--,--,--
<a href="candidate.html?wfid=wfid_1562345110.99651178">wfid_1562345110.99651178</a>,49,B7BrMn3O13,<a href="https://materialsproject.org/materials/mp-579836/">mp-579836</a>,<a href="https://materialsproject.org/materials/mp-567153/">mp-567153</a>,29,219,--,0.009,0.509,3.950
<a href="candidate.html?wfid=wfid_1562345111.31901335">wfid_1562345111.31901335</a>,255,Gd3O7Ru,<a href="https://materialsproject.org/materials/mp-683963/">mp-683963</a>,<a href="https://materialsproject.org/materials/mp-17237/">mp-17237</a>,33,63,--,--,0.000,0.150
<a href="candidate.html?wfid=wfid_1562345111.58481907">wfid_1562345111.58481907</a>,410,PSn,<a href="https://materialsproject.org/materials/mp-7526/">mp-7526</a>,<a href="https://materialsproject.org/materials/mp-475/">mp-475</a>,107,225,--,0.011,0.457,0.000
<a href="candidate.html?wfid=wfid_1562345111.62539924">wfid_1562345111.62539924</a>,74,BaSe3V,<a href="https://materialsproject.org/materials/mp-676597/">mp-676597</a>,<a href="https://materialsproject.org/materials/mp-27363/">mp-27363</a>,36,194,--,0.015,0.337,0.000
<a href="candidate.html?wfid=wfid_1562345112.01290767">wfid_1562345112.01290767</a>,321,LiMnO4P,<a href="https://materialsproject.org/materials/mp-690866/">mp-690866</a>,<a href="https://materialsproject.org/materials/mp-868359/">mp-868359</a>,4,62,--,0.041,2.552,3.417
<a href="candidate.html?wfid=wfid_1562345112.15249459">wfid_1562345112.15249459</a>,154,Cl3CoTl,<a href="https://materialsproject.org/materials/mp-567430/">mp-567430</a>,<a href="https://materialsproject.org/materials/mp-569753/">mp-569753</a>,185,194,--,0.001,0.290,0.000
<a href="candidate.html?wfid=wfid_1562345112.36603552">wfid_1562345112.36603552</a>,254,Gd3O7Os,<a href="https://materialsproject.org/materials/mp-567291/">mp-567291</a>,<a href="https://materialsproject.org/materials/mp-16825/">mp-16825</a>,33,63,--,--,0.000,0.271
<a href="candidate.html?wfid=wfid_1562345112.91840254">wfid_1562345112.91840254</a>,16,AgAlO3,<a href="https://materialsproject.org/materials/mvc-3476/">mvc-3476</a>,<a href="https://materialsproject.org/materials/mvc-15935/">mvc-15935</a>,185,194,--,0.240,1.112,0.048
<a href="candidate.html?wfid=wfid_1562345113.24875150">wfid_1562345113.24875150</a>,40,AlO3Ti,<a href="https://materialsproject.org/materials/mvc-3466/">mvc-3466</a>,<a href="https://materialsproject.org/materials/mvc-13964/">mvc-13964</a>,185,194,--,-0.003,0.371,0.000
<a href="candidate.html?wfid=wfid_1562345114.96113485">wfid_1562345114.96113485</a>,408,O8W3,<a href="https://materialsproject.org/materials/mp-715557/">mp-715557</a>,<a href="https://materialsproject.org/materials/mp-19066/">mp-19066</a>,8,65,--,0.015,1.733,0.853
<a href="candidate.html?wfid=wfid_1562345115.20318466">wfid_1562345115.20318466</a>,208,CuN,<a href="https://materialsproject.org/materials/mvc-13841/">mvc-13841</a>,<a href="https://materialsproject.org/materials/mp-1008922/">mp-1008922</a>,40,225,--,--,0.000,0.000
<a href="candidate.html?wfid=wfid_1562345115.39463102">wfid_1562345115.39463102</a>,150,CeCu4Sn,<a href="https://materialsproject.org/materials/mp-640286/">mp-640286</a>,<a href="https://materialsproject.org/materials/mp-655580/">mp-655580</a>,4,19,--,--,0.000,0.000
<a href="candidate.html?wfid=wfid_1562345115.48425255">wfid_1562345115.48425255</a>,178,CoN,<a href="https://materialsproject.org/materials/mvc-15478/">mvc-15478</a>,<a href="https://materialsproject.org/materials/mp-1009078/">mp-1009078</a>,40,225,--,--,0.000,0.000
<a href="candidate.html?wfid=wfid_1562345116.27690236">wfid_1562345116.27690236</a>,142,CaFeO6W,<a href="https://materialsproject.org/materials/mvc-10916/">mvc-10916</a>,<a href="https://materialsproject.org/materials/mvc-14934/">mvc-14934</a>,8,216,--,0.000,0.053,0.000
<a href="candidate.html?wfid=wfid_1562345116.38073018">wfid_1562345116.38073018</a>,348,MnN,<a href="https://materialsproject.org/materials/mvc-13808/">mvc-13808</a>,<a href="https://materialsproject.org/materials/mp-1009130/">mp-1009130</a>,6,216,--,-0.260,1.615,0.000
<a href="candidate.html?wfid=wfid_1562345116.53277296">wfid_1562345116.53277296</a>,143,CaNi2O4,<a href="https://materialsproject.org/materials/mvc-12644/">mvc-12644</a>,<a href="https://materialsproject.org/materials/mvc-7742/">mvc-7742</a>,8,12,--,--,0.000,0.000
<a href="candidate.html?wfid=wfid_1562345116.64943193">wfid_1562345116.64943193</a>,181,CoO6Si2,<a href="https://materialsproject.org/materials/mvc-15005/">mvc-15005</a>,<a href="https://materialsproject.org/materials/mvc-11366/">mvc-11366</a>,5,15,--,0.002,0.099,0.452
<a href="candidate.html?wfid=wfid_1562345116.80707800">wfid_1562345116.80707800</a>,140,CaFe2O4,<a href="https://materialsproject.org/materials/mvc-12582/">mvc-12582</a>,<a href="https://materialsproject.org/materials/mvc-8188/">mvc-8188</a>,8,12,--,0.026,1.117,1.548
<a href="candidate.html?wfid=wfid_1562345117.14457677">wfid_1562345117.14457677</a>,307,INaO3,<a href="https://materialsproject.org/materials/mp-559252/">mp-559252</a>,<a href="https://materialsproject.org/materials/mp-545825/">mp-545825</a>,33,65,--,0.897,2.610,3.329
<a href="candidate.html?wfid=wfid_1562345117.46280857">wfid_1562345117.46280857</a>,133,Ca2FeO6W,<a href="https://materialsproject.org/materials/mvc-12913/">mvc-12913</a>,<a href="https://materialsproject.org/materials/mp-619611/">mp-619611</a>,146,166,--,0.164,0.582,2.376
<a href="candidate.html?wfid=wfid_1562345117.60950601">wfid_1562345117.60950601</a>,88,BiFeO3,<a href="https://materialsproject.org/materials/mp-601706/">mp-601706</a>,<a href="https://materialsproject.org/materials/mp-561388/">mp-561388</a>,146,221,--,0.219,0.647,1.908
